Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Nennigkofen;4574;00;2783;Lüsslingen-Nennigkofen;2464;SO;98.3 %;2604209.000;1226114.000;de;2008-07-01
Nennigkofen;4574;00;2783;Selzach;2556;SO;1.7 %;2603339.000;1226991.000;de;2008-07-01
Lüsslingen;4574;01;2784;Lüsslingen-Nennigkofen;2464;SO;98.705 %;2604810.000;1226569.000;de;2008-07-01
Lüsslingen;4574;01;2784;Biberist;2513;SO;1.295 %;2605616.000;1227013.000;de;2008-07-01
Tscheppach;4576;00;2773;Buchegg;2465;SO;100 %;2603080.000;1221609.000;de;2008-07-01
Hessigkofen;4577;00;2774;Buchegg;2465;SO;100 %;2602114.000;1221145.000;de;2008-07-01
Bibern SO;4578;00;2770;Buchegg;2465;SO;100 %;2601307.000;1221668.000;de;2008-07-01
Gossliwil;4579;00;2769;Buchegg;2465;SO;100 %;2599682.000;1220639.000;de;2008-07-01
Küttigkofen;4581;00;2765;Buchegg;2465;SO;100 %;2605749.000;1222129.000;de;2008-07-01
Brügglen;4582;00;2767;Buchegg;2465;SO;100 %;2604448.000;1221298.000;de;2008-07-01
Mühledorf SO;4583;00;2768;Buchegg;2465;SO;100 %;2602845.000;1220511.000;de;2008-07-01
Aetigkofen;4583;02;5956;Buchegg;2465;SO;100 %;2602079.000;1219347.000;de;2008-07-01
Lüterswil;4584;02;6061;Buchegg;2465;SO;100 %;2600087.000;1218805.000;de;2008-07-01
Gächliwil;4584;03;5958;Buchegg;2465;SO;100 %;2600715.000;1219753.000;de;2008-07-01
Biezwil;4585;00;2776;Biezwil;2445;SO;100 %;2598384.000;1218128.000;de;2008-07-01
Kyburg-Buchegg;4586;00;2766;Buchegg;2465;SO;100 %;2605418.000;1221228.000;de;2008-07-01
Aetingen;4587;00;2777;Buchegg;2465;SO;100 %;2605039.000;1220165.000;de;2008-07-01
Unterramsern;4588;00;2778;Unterramsern;2463;SO;100 %;2603380.000;1218772.000;de;2008-07-01
Brittern;4588;01;8094;Buchegg;2465;SO;100 %;2604011.000;1218947.000;de;2008-07-01
Oberramsern;4588;02;2779;Messen;2457;SO;100 %;2601837.000;1218194.000;de;2008-07-01
Olten;4600;00;2786;Olten;2581;SO;99.673 %;2635346.000;1244330.000;de;2008-07-01
Olten;4600;00;2786;Trimbach;2500;SO;0.153 %;2635202.000;1245231.000;de;2008-07-01
Olten;4600;00;2786;Aarburg;4271;AG;0.131 %;2635542.000;1243506.000;de;2008-07-01
Olten;4600;00;2786;Starrkirch-Wil;2584;SO;0.044 %;2636321.977;1242879.985;de;2008-07-01
Wangen b. Olten;4612;00;2798;Wangen bei Olten;2586;SO;99.756 %;2632692.000;1243762.000;de;2008-07-01
Wangen b. Olten;4612;00;2798;Olten;2581;SO;0.244 %;2633494.000;1243112.000;de;2008-07-01
Rickenbach SO;4613;00;2799;Rickenbach (SO);2582;SO;100 %;2631380.000;1243562.000;de;2008-07-01
Hägendorf;4614;00;2800;Hägendorf;2579;SO;99.042 %;2630396.000;1242845.000;de;2008-07-01
Hägendorf;4614;00;2800;Gunzgen;2578;SO;0.958 %;2629016.000;1241559.000;de;2008-07-01
Allerheiligenberg;4615;00;2828;Hägendorf;2579;SO;100 %;2628478.000;1244650.000;de;2008-07-01
Kappel SO;4616;00;2801;Kappel (SO);2580;SO;99.397 %;2630993.000;1241405.000;de;2008-07-01
Kappel SO;4616;00;2801;Gunzgen;2578;SO;0.603 %;2630911.000;1240022.000;de;2008-07-01
Gunzgen;4617;00;2802;Gunzgen;2578;SO;100 %;2629665.000;1240581.000;de;2008-07-01
Boningen;4618;00;2803;Boningen;2571;SO;98.376 %;2631451.000;1239678.000;de;2008-07-01
Boningen;4618;00;2803;Kappel (SO);2580;SO;1.624 %;2632131.000;1240135.000;de;2008-07-01
Egerkingen;4622;00;2804;Egerkingen;2401;SO;99.829 %;2626986.000;1241247.000;de;2008-07-01
Egerkingen;4622;00;2804;Neuendorf;2404;SO;0.171 %;2627519.000;1240336.000;de;2008-07-01
Neuendorf;4623;00;2805;Neuendorf;2404;SO;99.895 %;2627011.000;1238723.000;de;2008-07-01
Neuendorf;4623;00;2805;Oberbuchsiten;2406;SO;0.105 %;2625788.251;1239795.757;de;2008-07-01
Härkingen;4624;00;2806;Härkingen;2402;SO;100 %;2628686.000;1239558.000;de;2008-07-01
Oberbuchsiten;4625;00;2807;Oberbuchsiten;2406;SO;100 %;2624866.000;1239938.000;de;2008-07-01
Niederbuchsiten;4626;00;2808;Niederbuchsiten;2405;SO;99.65 %;2625396.000;1238382.000;de;2008-07-01
Niederbuchsiten;4626;00;2808;Oberbuchsiten;2406;SO;0.35 %;2625318.000;1239045.000;de;2008-07-01
Wolfwil;4628;00;2868;Wolfwil;2408;SO;100 %;2627092.000;1235371.000;de;2008-07-01
Fulenbach;4629;00;2867;Fulenbach;2575;SO;100 %;2629808.000;1235953.000;de;2008-07-01
Trimbach;4632;00;2809;Trimbach;2500;SO;99.902 %;2634880.000;1245983.000;de;2008-07-01
Trimbach;4632;00;2809;Wangen bei Olten;2586;SO;0.098 %;2632770.000;1245441.000;de;2008-07-01
Hauenstein;4633;00;2829;Hauenstein-Ifenthal;2491;SO;100 %;2632251.000;1247347.000;de;2008-07-01
Wisen SO;4634;00;2830;Wisen (SO);2502;SO;93.931 %;2633711.000;1249302.000;de;2008-07-01
Wisen SO;4634;00;2830;Läufelfingen;2852;BL;2.601 %;2632854.000;1249847.000;de;2008-07-01
Wisen SO;4634;00;2830;Trimbach;2500;SO;2.312 %;2634261.000;1248065.000;de;2008-07-01
Wisen SO;4634;00;2830;Lostorf;2493;SO;1.156 %;2635552.000;1249199.000;de;2008-07-01
Winznau;4652;00;2810;Winznau;2501;SO;99.639 %;2637256.000;1246119.000;de;2008-07-01
Winznau;4652;00;2810;Obergösgen;2497;SO;0.361 %;2638000.000;1245543.000;de;2008-07-01
Obergösgen;4653;00;2811;Obergösgen;2497;SO;100 %;2638812.000;1246100.000;de;2008-07-01
Lostorf;4654;00;2812;Lostorf;2493;SO;100 %;2638331.000;1248263.000;de;2008-07-01
Stüsslingen;4655;00;2813;Stüsslingen;2499;SO;100 %;2640148.000;1249125.000;de;2008-07-01
Rohr b. Olten;4655;02;2814;Stüsslingen;2499;SO;100 %;2638908.000;1251208.000;de;2008-07-01
Starrkirch-Wil;4656;00;2815;Starrkirch-Wil;2584;SO;99.226 %;2636884.000;1244305.000;de;2008-07-01
Starrkirch-Wil;4656;00;2815;Oftringen;4280;AG;0.774 %;2636905.000;1242434.000;de;2008-07-01
Dulliken;4657;00;2816;Dulliken;2573;SO;99.595 %;2638057.000;1244547.000;de;2008-07-01
Dulliken;4657;00;2816;Starrkirch-Wil;2584;SO;0.405 %;2637092.000;1244911.000;de;2008-07-01
Däniken SO;4658;00;2818;Däniken;2572;SO;99.6 %;2641100.000;1244830.000;de;2008-07-01
Däniken SO;4658;00;2818;Gretzenbach;2576;SO;0.4 %;2641646.108;1244778.897;de;2008-07-01
Aarburg;4663;00;2822;Aarburg;4271;AG;99.375 %;2635203.000;1241279.000;de;2008-07-01
Aarburg;4663;00;2822;Olten;2581;SO;0.469 %;2634072.386;1240393.252;de;2008-07-01
Aarburg;4663;00;2822;Boningen;2571;SO;0.156 %;2633397.000;1240280.000;de;2008-07-01
Oftringen;4665;00;2824;Oftringen;4280;AG;99.691 %;2637206.000;1239895.000;de;2008-07-01
Oftringen;4665;00;2824;Aarburg;4271;AG;0.309 %;2635784.000;1240380.000;de;2008-07-01
Oensingen;4702;00;2831;Oensingen;2407;SO;100 %;2621034.000;1237692.000;de;2008-07-01
Kestenholz;4703;00;2833;Kestenholz;2403;SO;100 %;2623945.000;1236774.000;de;2008-07-01
Niederbipp;4704;00;2835;Niederbipp;981;BE;100 %;2619222.000;1235484.000;de;2008-07-01
Wolfisberg;4704;02;5941;Niederbipp;981;BE;100 %;2616864.000;1235976.000;de;2008-07-01
Balsthal;4710;00;2842;Balsthal;2422;SO;99.784 %;2619289.000;1240498.000;de;2008-07-01
Balsthal;4710;00;2842;Oensingen;2407;SO;0.216 %;2619893.000;1238672.000;de;2008-07-01
Laupersdorf;4712;00;2849;Laupersdorf;2426;SO;100 %;2616338.000;1240311.000;de;2008-07-01
Matzendorf;4713;00;2850;Matzendorf;2427;SO;100 %;2614387.000;1239442.000;de;2008-07-01
Aedermannsdorf;4714;00;2846;Aedermannsdorf;2421;SO;100 %;2612863.000;1239455.000;de;2008-07-01
Herbetswil;4715;00;2847;Herbetswil;2424;SO;99.754 %;2611596.000;1238415.000;de;2008-07-01
Herbetswil;4715;00;2847;Günsberg;2547;SO;0.246 %;2610199.000;1235553.000;de;2008-07-01
Welschenrohr;4716;00;2851;Welschenrohr-Gänsbrunnen;2430;SO;99.199 %;2606601.000;1236652.000;de;2008-07-01
Welschenrohr;4716;00;2851;Herbetswil;2424;SO;0.801 %;2608551.000;1239592.000;de;2008-07-01
Gänsbrunnen;4716;01;2852;Welschenrohr-Gänsbrunnen;2430;SO;95.455 %;2602789.000;1234859.000;de;2008-07-01
Gänsbrunnen;4716;01;2852;Crémines;691;BE;4.545 %;2601919.000;1235072.000;de;2008-07-01
Mümliswil;4717;00;2853;Mümliswil-Ramiswil;2428;SO;95.196 %;2619999.000;1243637.000;de;2008-07-01
Mümliswil;4717;00;2853;Matzendorf;2427;SO;1.848 %;2613374.000;1242040.000;de;2008-07-01
Mümliswil;4717;00;2853;Aedermannsdorf;2421;SO;1.774 %;2611113.000;1241453.000;de;2008-07-01
Mümliswil;4717;00;2853;Laupersdorf;2426;SO;1.035 %;2614445.000;1242454.000;de;2008-07-01
Mümliswil;4717;00;2853;Balsthal;2422;SO;0.148 %;2621454.000;1242720.000;de;2008-07-01
Holderbank SO;4718;00;2854;Holderbank (SO);2425;SO;99.052 %;2623763.000;1242528.000;de;2008-07-01
Holderbank SO;4718;00;2854;Oberbuchsiten;2406;SO;0.948 %;2623846.000;1241734.000;de;2008-07-01
Ramiswil;4719;00;2848;Mümliswil-Ramiswil;2428;SO;96.633 %;2616582.000;1244318.000;de;2008-07-01
Ramiswil;4719;00;2848;Beinwil (SO);2612;SO;2.694 %;2611460.000;1243250.000;de;2008-07-01
Ramiswil;4719;00;2848;Aedermannsdorf;2421;SO;0.337 %;2610381.116;1241686.776;de;2008-07-01
Ramiswil;4719;00;2848;Lauwil;2889;BL;0.337 %;2618543.000;1246802.000;de;2008-07-01
Zofingen;4800;00;2855;Zofingen;4289;AG;99.898 %;2638404.000;1237392.000;de;2008-07-01
Zofingen;4800;00;2855;Oftringen;4280;AG;0.102 %;2639243.309;1238790.476;de;2008-07-01
Strengelbach;4802;00;2857;Strengelbach;4285;AG;95.614 %;2637087.000;1236799.000;de;2008-07-01
Strengelbach;4802;00;2857;Rothrist;4282;AG;4.386 %;2636520.000;1238601.000;de;2008-07-01
Vordemwald;4803;00;2858;Vordemwald;4287;AG;97.979 %;2635012.000;1236112.000;de;2008-07-01
Vordemwald;4803;00;2858;Brittnau;4274;AG;2.021 %;2635181.000;1234717.000;de;2008-07-01
Brittnau;4805;00;2859;Brittnau;4274;AG;100 %;2638312.000;1234722.000;de;2008-07-01
Wikon;4806;00;2861;Wikon;1147;LU;100 %;2639790.000;1235076.000;de;2008-07-01
Mühlethal;4812;00;2862;Zofingen;4289;AG;97.302 %;2640669.000;1239180.000;de;2008-07-01
Mühlethal;4812;00;2862;Uerkheim;4286;AG;2.698 %;2641314.000;1239338.000;de;2008-07-01
Uerkheim;4813;00;2863;Uerkheim;4286;AG;98.639 %;2644090.000;1239348.000;de;2008-07-01
Uerkheim;4813;00;2863;Kölliken;4276;AG;1.263 %;2643509.000;1240468.000;de;2008-07-01
Uerkheim;4813;00;2863;Bottenwil;4273;AG;0.097 %;2642596.000;1238541.000;de;2008-07-01
Bottenwil;4814;00;2864;Bottenwil;4273;AG;94.096 %;2642918.000;1237359.000;de;2008-07-01
Bottenwil;4814;00;2864;Zofingen;4289;AG;5.904 %;2641607.781;1236719.537;de;2008-07-01
Rothrist;4852;00;2865;Rothrist;4282;AG;99.745 %;2633795.000;1239254.000;de;2008-07-01
Rothrist;4852;00;2865;Vordemwald;4287;AG;0.255 %;2635276.000;1238289.000;de;2008-07-01
Murgenthal;4853;00;2866;Murgenthal;4279;AG;100 %;2630242.000;1235442.000;de;2008-07-01
Riken AG;4853;02;2870;Murgenthal;4279;AG;100 %;2631208.000;1235958.000;de;2008-07-01
Glashütten;4856;00;2869;Murgenthal;4279;AG;100 %;2630376.000;1234348.000;de;2008-07-01
Langenthal;4900;00;2871;Langenthal;329;BE;100 %;2626210.000;1229118.000;de;2008-07-01
Schwarzhäusern;4911;00;2877;Schwarzhäusern;341;BE;100 %;2624839.000;1233546.000;de;2008-07-01
Aarwangen;4912;00;2878;Aarwangen;321;BE;99.566 %;2625433.000;1231890.000;de;2008-07-01
Aarwangen;4912;00;2878;Bannwil;323;BE;0.434 %;2623976.000;1232888.000;de;2008-07-01
Bannwil;4913;00;2880;Bannwil;323;BE;100 %;2622436.000;1232145.000;de;2008-07-01
Roggwil BE;4914;00;2881;Roggwil (BE);337;BE;99.678 %;2628922.000;1232274.000;de;2008-07-01
Roggwil BE;4914;00;2881;Murgenthal;4279;AG;0.322 %;2629709.000;1232430.000;de;2008-07-01
St. Urban;4915;00;2882;Pfaffnau;1139;LU;96.825 %;2630652.000;1230948.000;de;2008-07-01
St. Urban;4915;00;2882;Murgenthal;4279;AG;3.175 %;2631733.000;1231594.000;de;2008-07-01
Untersteckholz;4916;00;2883;Langenthal;329;BE;100 %;2630709.889;1228405.262;de;2008-07-01
Melchnau;4917;00;2884;Melchnau;333;BE;100 %;2631270.000;1225697.000;de;2008-07-01
Busswil b. Melchnau;4917;02;2885;Busswil bei Melchnau;325;BE;100 %;2629638.000;1226103.000;de;2008-07-01
Reisiswil;4919;00;2888;Reisiswil;336;BE;98.773 %;2630644.000;1223705.000;de;2008-07-01
Reisiswil;4919;00;2888;Madiswil;332;BE;1.227 %;2629874.000;1223288.000;de;2008-07-01
Bützberg;4922;00;2889;Thunstetten;342;BE;96.558 %;2623255.000;1229448.000;de;2008-07-01
Bützberg;4922;00;2889;Aarwangen;321;BE;3.442 %;2622725.000;1230311.000;de;2008-07-01
Thunstetten;4922;02;6165;Thunstetten;342;BE;100 %;2624099.000;1228044.000;de;2008-07-01
Wynau;4923;00;2890;Wynau;345;BE;100 %;2628629.000;1234153.000;de;2008-07-01
Obersteckholz;4924;00;2891;Langenthal;329;BE;100 %;2629107.000;1227797.000;de;2008-07-01
Lotzwil;4932;00;2893;Lotzwil;331;BE;100 %;2626736.000;1226698.000;de;2008-07-01
Gutenburg;4932;02;5896;Madiswil;332;BE;100 %;2627061.000;1225600.000;de;2008-07-01
Rütschelen;4933;00;2894;Rütschelen;340;BE;100 %;2625512.000;1224925.000;de;2008-07-01
Madiswil;4934;00;2895;Madiswil;332;BE;100 %;2627516.000;1223789.000;de;2008-07-01
Leimiswil;4935;00;2896;Madiswil;332;BE;100 %;2624906.000;1222418.000;de;2008-07-01
Kleindietwil;4936;00;2898;Madiswil;332;BE;96.725 %;2626724.000;1221547.000;de;2008-07-01
Kleindietwil;4936;00;2898;Ursenbach;344;BE;3.275 %;2625945.954;1221948.274;de;2008-07-01
Ursenbach;4937;00;2899;Ursenbach;344;BE;100 %;2625263.000;1220591.000;de;2008-07-01
Rohrbach;4938;00;2900;Rohrbach;338;BE;95.742 %;2628666.000;1220640.000;de;2008-07-01
Rohrbach;4938;00;2900;Auswil;322;BE;4.258 %;2628309.000;1221282.000;de;2008-07-01
Rohrbachgraben;4938;02;2904;Rohrbachgraben;339;BE;98.442 %;2627585.000;1218500.000;de;2008-07-01
Rohrbachgraben;4938;02;2904;Huttwil;954;BE;1.246 %;2628253.483;1216736.640;de;2008-07-01
Rohrbachgraben;4938;02;2904;Walterswil (BE);959;BE;0.312 %;2626730.000;1217984.000;de;2008-07-01
Walterswil BE;4942;00;2901;Walterswil (BE);959;BE;95.989 %;2625637.000;1217733.000;de;2008-07-01
Walterswil BE;4942;00;2901;Dürrenroth;952;BE;2.674 %;2625442.000;1215625.000;de;2008-07-01
Walterswil BE;4942;00;2901;Ursenbach;344;BE;1.337 %;2625479.609;1219234.918;de;2008-07-01
Oeschenbach;4943;00;2902;Oeschenbach;335;BE;87.712 %;2623505.000;1217750.000;de;2008-07-01
Oeschenbach;4943;00;2902;Ursenbach;344;BE;8.475 %;2623965.000;1218885.000;de;2008-07-01
Oeschenbach;4943;00;2902;Seeberg;988;BE;2.542 %;2621974.000;1218106.000;de;2008-07-01
Oeschenbach;4943;00;2902;Walterswil (BE);959;BE;1.271 %;2623528.000;1216467.000;de;2008-07-01
Auswil;4944;00;2903;Auswil;322;BE;100 %;2629943.000;1220595.000;de;2008-07-01
Huttwil;4950;00;2905;Huttwil;954;BE;99.957 %;2631093.000;1218154.000;de;2008-07-01
Huttwil;4950;00;2905;Eriswil;953;BE;0.043 %;2631443.461;1215628.176;de;2008-07-01
Eriswil;4952;00;2906;Eriswil;953;BE;97.609 %;2631478.000;1214195.000;de;2008-07-01
Eriswil;4952;00;2906;Huttwil;954;BE;1.247 %;2633018.000;1215462.000;de;2008-07-01
Eriswil;4952;00;2906;Sumiswald;957;BE;0.624 %;2632620.000;1210513.000;de;2008-07-01
Eriswil;4952;00;2906;Luthern;1135;LU;0.312 %;2633282.000;1211328.000;de;2008-07-01
Eriswil;4952;00;2906;Ufhusen;1145;LU;0.208 %;2633570.000;1215074.000;de;2008-07-01
Schwarzenbach (Huttwil);4953;00;2907;Huttwil;954;BE;89.103 %;2629668.000;1217092.000;de;2008-07-01
Schwarzenbach (Huttwil);4953;00;2907;Wyssachen;960;BE;10.897 %;2628720.000;1215662.000;de;2008-07-01
Wyssachen;4954;00;2908;Wyssachen;960;BE;99.665 %;2629285.000;1214071.000;de;2008-07-01
Wyssachen;4954;00;2908;Sumiswald;957;BE;0.335 %;2627412.000;1212152.000;de;2008-07-01
Gondiswil;4955;00;2886;Gondiswil;326;BE;99.518 %;2632829.000;1221374.000;de;2008-07-01
Gondiswil;4955;00;2886;Ufhusen;1145;LU;0.482 %;2633883.000;1219738.000;de;2008-07-01
Aarau;5000;00;2913;Aarau;4001;AG;99.713 %;2646021.000;1248946.000;de;2008-07-01
Aarau;5000;00;2913;Suhr;4012;AG;0.287 %;2646877.000;1248237.000;de;2008-07-01
Aarau;5004;00;2932;Aarau;4001;AG;100 %;2646959.000;1250160.000;de;2008-07-01
Schönenwerd;5012;00;2934;Schönenwerd;2583;SO;100 %;2642849.000;1247113.000;de;2008-07-01
Wöschnau;5012;03;6058;Eppenberg-Wöschnau;2574;SO;100 %;2644422.000;1248374.000;de;2008-07-01
Eppenberg;5012;04;5980;Eppenberg-Wöschnau;2574;SO;100 %;2644214.000;1247422.000;de;2008-07-01
Niedergösgen;5013;00;2936;Niedergösgen;2495;SO;100 %;2641715.000;1247001.000;de;2008-07-01
Gretzenbach;5014;00;2937;Gretzenbach;2576;SO;100 %;2642272.000;1245379.000;de;2008-07-01
Erlinsbach SO;5015;00;2938;Erlinsbach (SO);2503;SO;100 %;2642776.000;1249839.000;de;2008-07-01
Barmelweid;5017;00;2941;Erlinsbach (AG);4005;AG;76 %;2640215.000;1252450.000;de;2008-07-01
Barmelweid;5017;00;2941;Erlinsbach (SO);2503;SO;24 %;2639816.000;1252115.000;de;2008-07-01
Erlinsbach;5018;00;7378;Erlinsbach (AG);4005;AG;100 %;2643306.000;1250466.000;de;2008-07-01
Rombach;5022;00;2942;Küttigen;4008;AG;100 %;2645982.000;1250636.000;de;2008-07-01
Biberstein;5023;00;2943;Biberstein;4002;AG;100 %;2648635.000;1251760.000;de;2008-07-01
Küttigen;5024;00;2944;Küttigen;4008;AG;100 %;2646083.000;1251675.000;de;2008-07-01
Asp;5025;00;2945;Densbüren;4004;AG;100 %;2646145.000;1254879.000;de;2008-07-01
Densbüren;5026;00;2946;Densbüren;4004;AG;98.63 %;2646555.000;1256175.000;de;2008-07-01
Densbüren;5026;00;2946;Wölflinswil;4182;AG;1.37 %;2644366.000;1256999.000;de;2008-07-01
Herznach;5027;00;2947;Herznach-Ueken;4186;AG;100 %;2646197.000;1258221.000;de;2008-07-01
Ueken;5028;00;2948;Herznach-Ueken;4186;AG;100 %;2646046.000;1259430.000;de;2008-07-01
Aarau Rohr;5032;00;2949;Aarau;4001;AG;100 %;2648473.000;1250219.000;de;2010-01-01
Buchs AG;5033;00;2950;Buchs (AG);4003;AG;100 %;2648027.000;1248964.000;de;2008-07-01
Suhr;5034;00;2952;Suhr;4012;AG;100 %;2647994.000;1247505.000;de;2008-07-01
Unterentfelden;5035;00;2954;Unterentfelden;4013;AG;100 %;2645682.000;1246684.000;de;2008-07-01
Oberentfelden;5036;00;2956;Oberentfelden;4010;AG;100 %;2645715.000;1245246.000;de;2008-07-01
Muhen;5037;00;2959;Muhen;4009;AG;100 %;2646659.000;1242992.000;de;2008-07-01
Schöftland;5040;00;2960;Schöftland;4144;AG;100 %;2646330.000;1239629.000;de;2008-07-01
Hirschthal;5042;00;2961;Hirschthal;4007;AG;100 %;2646696.000;1241179.000;de;2008-07-01
Holziken;5043;00;2962;Holziken;4136;AG;100 %;2645358.000;1241341.000;de;2008-07-01
Schlossrued;5044;00;2963;Schlossrued;4142;AG;100 %;2649173.000;1238005.000;de;2008-07-01
Schmiedrued;5046;01;2964;Schmiedrued;4143;AG;92.254 %;2650368.000;1235798.000;de;2008-07-01
Schmiedrued;5046;01;2964;Gontenschwil;4135;AG;7.746 %;2651668.000;1235234.000;de;2008-07-01
Walde AG;5046;02;2965;Schmiedrued;4143;AG;98.507 %;2650949.000;1234432.000;de;2008-07-01
Walde AG;5046;02;2965;Gontenschwil;4135;AG;1.493 %;2652429.000;1233185.000;de;2008-07-01
Staffelbach;5053;00;2966;Staffelbach;4284;AG;100 %;2645780.000;1237077.000;de;2008-07-01
Wittwil;5053;02;6126;Staffelbach;4284;AG;100 %;2645317.000;1237966.000;de;2008-07-01
Kirchleerau;5054;01;2969;Kirchleerau;4275;AG;100 %;2647375.000;1236310.000;de;2008-07-01
Moosleerau;5054;02;2970;Moosleerau;4277;AG;100 %;2647303.000;1235416.000;de;2008-07-01
Attelwil;5056;00;2971;Reitnau;4281;AG;100 %;2645720.000;1234521.000;de;2008-07-01
Reitnau;5057;00;2972;Reitnau;4281;AG;100 %;2645674.000;1233631.000;de;2008-07-01
Wiliberg;5058;00;5985;Wiliberg;4288;AG;100 %;2643691.000;1235438.000;de;2008-07-01
Oberhof;5062;00;3024;Oberhof;4173;AG;100 %;2642882.000;1255513.000;de;2008-07-01
Wölflinswil;5063;00;3023;Wölflinswil;4182;AG;99.098 %;2642178.000;1256872.000;de;2008-07-01
Wölflinswil;5063;00;3023;Gipf-Oberfrick;4165;AG;0.902 %;2642310.000;1258935.000;de;2008-07-01
Wittnau;5064;00;3022;Wittnau;4181;AG;100 %;2640515.000;1259036.000;de;2008-07-01
Frick;5070;00;3018;Frick;4163;AG;100 %;2643863.000;1261960.000;de;2008-07-01
Oeschgen;5072;00;3020;Oeschgen;4175;AG;100 %;2643572.000;1263359.000;de;2008-07-01
Gipf-Oberfrick;5073;00;3021;Gipf-Oberfrick;4165;AG;100 %;2642508.000;1260932.000;de;2008-07-01
Eiken;5074;00;3025;Eiken;4161;AG;100 %;2641345.000;1265016.000;de;2008-07-01
Hornussen;5075;00;3017;Böztal;4185;AG;100 %;2646965.000;1261239.000;de;2008-07-01
Bözen;5076;00;3014;Böztal;4185;AG;100 %;2648643.000;1260757.000;de;2008-07-01
Elfingen;5077;00;3015;Böztal;4185;AG;100 %;2649758.000;1262010.000;de;2008-07-01
Effingen;5078;00;3012;Böztal;4185;AG;99.804 %;2650123.000;1260005.000;de;2008-07-01
Effingen;5078;00;3012;Mönthal;4106;AG;0.196 %;2651373.000;1262825.000;de;2008-07-01
Zeihen;5079;00;3016;Zeihen;4183;AG;100 %;2648784.000;1258458.000;de;2008-07-01
Laufenburg;5080;00;2621;Laufenburg;4170;AG;99.237 %;2646801.000;1267794.000;de;2008-07-01
Laufenburg;5080;00;2621;Kaisten;4169;AG;0.763 %;2646474.000;1266993.000;de;2008-07-01
Kaisten;5082;00;2622;Kaisten;4169;AG;100 %;2645743.000;1265707.000;de;2008-07-01
Ittenthal;5083;00;2623;Kaisten;4169;AG;100 %;2646673.000;1263352.000;de;2008-07-01
Rheinsulz;5084;00;2624;Laufenburg;4170;AG;100 %;2648988.000;1267371.000;de;2008-07-01
Sulz AG;5085;00;2625;Laufenburg;4170;AG;100 %;2649533.000;1265130.000;de;2008-07-01
Rupperswil;5102;00;2973;Rupperswil;4206;AG;100 %;2652053.000;1250283.000;de;2008-07-01
Wildegg;5103;00;2974;Möriken-Wildegg;4203;AG;91.52 %;2654790.000;1251789.000;de;2008-07-01
Wildegg;5103;00;2974;Niederlenz;4204;AG;5.556 %;2654986.000;1251510.000;de;2008-07-01
Wildegg;5103;00;2974;Rupperswil;4206;AG;2.924 %;2653927.000;1251459.000;de;2008-07-01
Möriken AG;5103;02;2983;Möriken-Wildegg;4203;AG;100 %;2656197.000;1251893.000;de;2008-07-01
Auenstein;5105;00;2976;Auenstein;4091;AG;100 %;2652717.000;1252032.000;de;2008-07-01
Veltheim AG;5106;00;2977;Veltheim (AG);4120;AG;100 %;2653542.000;1254173.000;de;2008-07-01
Schinznach Dorf;5107;00;2978;Schinznach;4125;AG;99.048 %;2653061.000;1255375.000;de;2008-07-01
Schinznach Dorf;5107;00;2978;Brugg;4095;AG;0.952 %;2654214.000;1257268.000;de;2008-07-01
Oberflachs;5108;00;2980;Schinznach;4125;AG;100 %;2652090.000;1254780.000;de;2008-07-01
Thalheim AG;5112;00;2981;Thalheim (AG);4117;AG;100 %;2650080.000;1254339.000;de;2008-07-01
Holderbank AG;5113;00;2982;Holderbank (AG);4199;AG;100 %;2655106.000;1253300.000;de;2008-07-01
Schinznach Bad;5116;00;2984;Brugg;4095;AG;100 %;2655100.000;1255729.000;de;2008-07-01
Brugg AG;5200;00;2987;Brugg;4095;AG;99.822 %;2658002.000;1259644.000;de;2008-07-01
Brugg AG;5200;00;2987;Rüfenach;4112;AG;0.178 %;2659754.000;1261887.000;de;2008-07-01
Windisch;5210;00;2989;Windisch;4123;AG;99.785 %;2658720.000;1258776.000;de;2008-07-01
Windisch;5210;00;2989;Brugg;4095;AG;0.172 %;2657972.000;1258864.000;de;2008-07-01
Windisch;5210;00;2989;Hausen (AG);4100;AG;0.043 %;2658038.000;1258210.000;de;2008-07-01
Hausen AG;5212;00;2993;Hausen (AG);4100;AG;99.743 %;2658344.000;1257042.000;de;2008-07-01
Hausen AG;5212;00;2993;Lupfig;4104;AG;0.257 %;2658452.000;1256089.000;de;2008-07-01
Villnachern;5213;00;2994;Brugg;4095;AG;100 %;2654473.000;1258074.000;de;2008-07-01
Umiken;5222;00;2995;Brugg;4095;AG;100 %;2656648.000;1259382.000;de;2008-07-01
Riniken;5223;00;2996;Riniken;4111;AG;100 %;2656417.000;1260292.000;de;2008-07-01
